configuration,total_runs,final_IMBH_mass_mean,final_IMBH_mass_std,final_IMBH_mass_1sigma,final_IMBH_mass_3sigma,mean_initial_v_esc,mean_final_v_esc
"{'M0': 10000000.0, 'rhoh0': 416869.3834703355, 'FeH': -1.7, 'rg': 26.25, 'tend': 3000.0, 'rantala_imbh_seed': False, 'chattopadhyay_seed': False, 'galpy_potential': False, 'M_vir': 1000000000.0, 'c_halo': 7.0}",200,178.5739197239308,44.40247341667594,"[134.17144630725485, 222.97639314060675]","[45.36649947390299, 311.7813399739586]",294.4218276777945,94.69160796148779
