task_id,M0,rhoh0,FeH,rg,tend,seed,rantala_imbh_seed,chattopadhyay_seed,galpy_potential,M_vir,c_halo,clumps_seed,n_clumps
280,10000000.0,41686938.34703355,-1.7,26.25,3000,80,True,False,True,1000000000.0,7,True,15
281,10000000.0,41686938.34703355,-1.7,26.25,3000,81,True,False,True,1000000000.0,7,True,15
282,10000000.0,41686938.34703355,-1.7,26.25,3000,82,True,False,True,1000000000.0,7,True,15
283,10000000.0,41686938.34703355,-1.7,26.25,3000,83,True,False,True,1000000000.0,7,True,15
284,10000000.0,41686938.34703355,-1.7,26.25,3000,84,True,False,True,1000000000.0,7,True,15
285,10000000.0,41686938.34703355,-1.7,26.25,3000,85,True,False,True,1000000000.0,7,True,15
286,10000000.0,41686938.34703355,-1.7,26.25,3000,86,True,False,True,1000000000.0,7,True,15
287,10000000.0,41686938.34703355,-1.7,26.25,3000,87,True,False,True,1000000000.0,7,True,15
288,10000000.0,41686938.34703355,-1.7,26.25,3000,88,True,False,True,1000000000.0,7,True,15
289,10000000.0,41686938.34703355,-1.7,26.25,3000,89,True,False,True,1000000000.0,7,True,15
290,10000000.0,41686938.34703355,-1.7,26.25,3000,90,True,False,True,1000000000.0,7,True,15
291,10000000.0,41686938.34703355,-1.7,26.25,3000,91,True,False,True,1000000000.0,7,True,15
292,10000000.0,41686938.34703355,-1.7,26.25,3000,92,True,False,True,1000000000.0,7,True,15
293,10000000.0,41686938.34703355,-1.7,26.25,3000,93,True,False,True,1000000000.0,7,True,15
294,10000000.0,41686938.34703355,-1.7,26.25,3000,94,True,False,True,1000000000.0,7,True,15
295,10000000.0,41686938.34703355,-1.7,26.25,3000,95,True,False,True,1000000000.0,7,True,15
296,10000000.0,41686938.34703355,-1.7,26.25,3000,96,True,False,True,1000000000.0,7,True,15
297,10000000.0,41686938.34703355,-1.7,26.25,3000,97,True,False,True,1000000000.0,7,True,15
298,10000000.0,41686938.34703355,-1.7,26.25,3000,98,True,False,True,1000000000.0,7,True,15
299,10000000.0,41686938.34703355,-1.7,26.25,3000,99,True,False,True,1000000000.0,7,True,15
300,10000000.0,41686938.34703355,-1.7,26.25,3000,100,True,False,True,1000000000.0,7,True,15
