task_id,M0,rhoh0,FeH,rg,tend,seed,rantala_imbh_seed,chattopadhyay_seed,galpy_potential,M_vir,c_halo
278,10000000.0,13182567.385564074,-1.7,26.25,3000,78,False,False,False,1000000000.0,7
279,10000000.0,13182567.385564074,-1.7,26.25,3000,79,False,False,False,1000000000.0,7
280,10000000.0,13182567.385564074,-1.7,26.25,3000,80,False,False,False,1000000000.0,7
281,10000000.0,13182567.385564074,-1.7,26.25,3000,81,False,False,False,1000000000.0,7
282,10000000.0,13182567.385564074,-1.7,26.25,3000,82,False,False,False,1000000000.0,7
283,10000000.0,13182567.385564074,-1.7,26.25,3000,83,False,False,False,1000000000.0,7
284,10000000.0,13182567.385564074,-1.7,26.25,3000,84,False,False,False,1000000000.0,7
285,10000000.0,13182567.385564074,-1.7,26.25,3000,85,False,False,False,1000000000.0,7
286,10000000.0,13182567.385564074,-1.7,26.25,3000,86,False,False,False,1000000000.0,7
287,10000000.0,13182567.385564074,-1.7,26.25,3000,87,False,False,False,1000000000.0,7
288,10000000.0,13182567.385564074,-1.7,26.25,3000,88,False,False,False,1000000000.0,7
289,10000000.0,13182567.385564074,-1.7,26.25,3000,89,False,False,False,1000000000.0,7
290,10000000.0,13182567.385564074,-1.7,26.25,3000,90,False,False,False,1000000000.0,7
291,10000000.0,13182567.385564074,-1.7,26.25,3000,91,False,False,False,1000000000.0,7
292,10000000.0,13182567.385564074,-1.7,26.25,3000,92,False,False,False,1000000000.0,7
293,10000000.0,13182567.385564074,-1.7,26.25,3000,93,False,False,False,1000000000.0,7
294,10000000.0,13182567.385564074,-1.7,26.25,3000,94,False,False,False,1000000000.0,7
295,10000000.0,13182567.385564074,-1.7,26.25,3000,95,False,False,False,1000000000.0,7
296,10000000.0,13182567.385564074,-1.7,26.25,3000,96,False,False,False,1000000000.0,7
297,10000000.0,13182567.385564074,-1.7,26.25,3000,97,False,False,False,1000000000.0,7
298,10000000.0,13182567.385564074,-1.7,26.25,3000,98,False,False,False,1000000000.0,7
299,10000000.0,13182567.385564074,-1.7,26.25,3000,99,False,False,False,1000000000.0,7
300,10000000.0,13182567.385564074,-1.7,26.25,3000,100,False,False,False,1000000000.0,7
301,10000000.0,41686938.34703355,-1.7,26.25,3000,1,False,False,False,1000000000.0,7
302,10000000.0,41686938.34703355,-1.7,26.25,3000,2,False,False,False,1000000000.0,7
303,10000000.0,41686938.34703355,-1.7,26.25,3000,3,False,False,False,1000000000.0,7
