task_id,M0,rhoh0,FeH,rg,tend,seed,rantala_imbh_seed,chattopadhyay_seed,galpy_potential,M_vir,c_halo,clumps_seed,n_clumps
103,10000000.0,4168693.834703355,-1.7,26.25,3000,3,False,False,True,1000000000.0,7,False,15
104,10000000.0,4168693.834703355,-1.7,26.25,3000,4,False,False,True,1000000000.0,7,False,15
105,10000000.0,4168693.834703355,-1.7,26.25,3000,5,False,False,True,1000000000.0,7,False,15
106,10000000.0,4168693.834703355,-1.7,26.25,3000,6,False,False,True,1000000000.0,7,False,15
107,10000000.0,4168693.834703355,-1.7,26.25,3000,7,False,False,True,1000000000.0,7,False,15
108,10000000.0,4168693.834703355,-1.7,26.25,3000,8,False,False,True,1000000000.0,7,False,15
109,10000000.0,4168693.834703355,-1.7,26.25,3000,9,False,False,True,1000000000.0,7,False,15
110,10000000.0,4168693.834703355,-1.7,26.25,3000,10,False,False,True,1000000000.0,7,False,15
111,10000000.0,4168693.834703355,-1.7,26.25,3000,11,False,False,True,1000000000.0,7,False,15
112,10000000.0,4168693.834703355,-1.7,26.25,3000,12,False,False,True,1000000000.0,7,False,15
113,10000000.0,4168693.834703355,-1.7,26.25,3000,13,False,False,True,1000000000.0,7,False,15
114,10000000.0,4168693.834703355,-1.7,26.25,3000,14,False,False,True,1000000000.0,7,False,15
115,10000000.0,4168693.834703355,-1.7,26.25,3000,15,False,False,True,1000000000.0,7,False,15
116,10000000.0,4168693.834703355,-1.7,26.25,3000,16,False,False,True,1000000000.0,7,False,15
117,10000000.0,4168693.834703355,-1.7,26.25,3000,17,False,False,True,1000000000.0,7,False,15
118,10000000.0,4168693.834703355,-1.7,26.25,3000,18,False,False,True,1000000000.0,7,False,15
119,10000000.0,4168693.834703355,-1.7,26.25,3000,19,False,False,True,1000000000.0,7,False,15
120,10000000.0,4168693.834703355,-1.7,26.25,3000,20,False,False,True,1000000000.0,7,False,15
121,10000000.0,4168693.834703355,-1.7,26.25,3000,21,False,False,True,1000000000.0,7,False,15
122,10000000.0,4168693.834703355,-1.7,26.25,3000,22,False,False,True,1000000000.0,7,False,15
123,10000000.0,4168693.834703355,-1.7,26.25,3000,23,False,False,True,1000000000.0,7,False,15
124,10000000.0,4168693.834703355,-1.7,26.25,3000,24,False,False,True,1000000000.0,7,False,15
125,10000000.0,4168693.834703355,-1.7,26.25,3000,25,False,False,True,1000000000.0,7,False,15
126,10000000.0,4168693.834703355,-1.7,26.25,3000,26,False,False,True,1000000000.0,7,False,15
127,10000000.0,4168693.834703355,-1.7,26.25,3000,27,False,False,True,1000000000.0,7,False,15
128,10000000.0,4168693.834703355,-1.7,26.25,3000,28,False,False,True,1000000000.0,7,False,15
129,10000000.0,4168693.834703355,-1.7,26.25,3000,29,False,False,True,1000000000.0,7,False,15
130,10000000.0,4168693.834703355,-1.7,26.25,3000,30,False,False,True,1000000000.0,7,False,15
131,10000000.0,4168693.834703355,-1.7,26.25,3000,31,False,False,True,1000000000.0,7,False,15
132,10000000.0,4168693.834703355,-1.7,26.25,3000,32,False,False,True,1000000000.0,7,False,15
133,10000000.0,4168693.834703355,-1.7,26.25,3000,33,False,False,True,1000000000.0,7,False,15
